"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2017-06-21 16:15:11 +02:00"

Year,"Country / territory of asylum/residence",Origin,"RSD procedure type / level","Tota pending start-year","of which UNHCR-assisted","Applied during year",statistics.filter.decisions_recognized,statistics.filter.decisions_other,Rejected,"Otherwise closed","Total decisions","Total pending end-year","of which UNHCR-assisted"
2016,Austria,Slovenia,"G / FA",,,*,0,0,,*,*,,
2016,Belgium,Slovenia,"G / FI",0,,,,,,,,,0
2016,Canada,Slovenia,"G / FI",,,,,,,,,6,
2016,Switzerland,Slovenia,"G / FI",*,0,*,0,0,0,*,*,,0
2016,"Costa Rica",Slovenia,"G / FI",*,*,0,0,,0,0,,*,*
2016,Germany,Slovenia,"G / RA",*,,,,,,,,*,0
2016,Germany,Slovenia,"G / NA",*,,,,,,*,*,*,0
2016,"United Kingdom",Slovenia,"G / RA",,,0,0,0,0,0,,,0
2016,"United Kingdom",Slovenia,"G / AR",,,0,0,,0,0,,,0
2016,"United Kingdom",Slovenia,"G / FI",0,0,0,0,0,0,0,,0,0
2016,"United States of America",Slovenia,"G / IN",5,,*,,,,*,*,6,
2016,Australia,Sweden,"G / FI",*,0,*,0,0,0,0,,0,0
2016,Belgium,Sweden,"G / FI",0,0,*,,,,*,*,,0
2016,Belgium,Sweden,"G / RA",,,0,,,,,,,
2016,Brazil,Sweden,"G / FI",*,*,0,0,,0,,,*,0
2016,Canada,Sweden,"G / FI",*,,9,,,*,5,9,*,
2016,Switzerland,Sweden,"G / FI",0,0,*,0,0,*,0,*,,0
2016,China,Sweden,"U / AR",*,*,,,,,,,*,*
2016,"Czech Rep.",Sweden,"G / FI",0,0,*,,,,*,*,,0
2016,Germany,Sweden,"G / RA",0,,,,,,,,,0
2016,Germany,Sweden,"G / NA",*,,,,,,,,,0
2016,Germany,Sweden,"G / JR",*,,,0,0,*,*,*,0,0
2016,Denmark,Sweden,"G / FI",,,*,,,,,,,
2016,Egypt,Sweden,"U / FI",0,0,*,0,,0,*,*,0,0
2016,Finland,Sweden,"G / RA",,,,,,,,,,
2016,Finland,Sweden,"G / FI",,,*,,,*,,*,,
2016,"United Kingdom",Sweden,"G / FI",0,0,*,0,0,*,*,*,*,0
2016,"United Kingdom",Sweden,"G / AR",,,0,0,,0,0,,,0
2016,"United Kingdom",Sweden,"G / RA",,,0,0,0,0,0,,,0
2016,"Rep. of Korea",Sweden,"G / FA",,,*,,,,,,,0
2016,Norway,Sweden,"G / FI",,,*,,,*,*,*,*,
2016,Norway,Sweden,"G / AR",,,*,,,*,,*,0,
2016,"United States of America",Sweden,"G / EO",,,,,,,,,*,
2016,"United States of America",Sweden,"G / IN",*,,*,,,,*,*,7,
2016,Belgium,Swaziland,"G / FI",0,0,,,,,,,,0
2016,Brazil,Swaziland,"G / FI",*,0,0,0,,0,,,*,0
2016,Canada,Swaziland,"G / FI",,,*,,,*,,*,26,
2016,Germany,Swaziland,"G / NA",0,,,,,,,,,0
2016,Germany,Swaziland,"G / JR",*,,,0,0,0,0,,*,0
2016,"United Kingdom",Swaziland,"G / RA",,,0,0,0,0,0,,,0
2016,"United Kingdom",Swaziland,"G / AR",,,7,*,,*,0,5,,0
2016,"United Kingdom",Swaziland,"G / FI",17,0,5,*,0,9,0,12,6,0
2016,Ireland,Swaziland,"G / SP",0,,*,0,,0,0,,*,
2016,Ireland,Swaziland,"G / AR",9,,*,7,,*,0,9,*,
2016,Ireland,Swaziland,"G / FI",0,,5,0,,*,*,*,*,
2016,Italy,Swaziland,"G / FI",*,0,0,0,0,*,0,*,0,0
2016,"Rep. of Korea",Swaziland,"G / FA",,,,,,,,,*,0
2016,Lesotho,Swaziland,"G / FI",0,0,*,*,,,,*,0,
2016,Netherlands,Swaziland,"G / FI",*,,,,,,,,,
2016,Sweden,Swaziland,"G / RA",0,,*,0,0,*,0,*,*,
2016,"United States of America",Swaziland,"G / IN",*,,0,,,,0,,*,
2016,"South Africa",Swaziland,"G / AR",24,*,,,,,24,24,0,
2016,"South Africa",Swaziland,"G / FI",97,10,25,,,22,,22,100,
2016,Australia,Seychelles,"G / AR",0,0,*,0,0,0,0,,*,0
2016,Australia,Seychelles,"G / FI",*,0,0,0,0,0,0,,0,0
2016,Canada,Seychelles,"G / FI",*,,,*,,,,*,,
2016,Germany,Seychelles,"G / JR",0,,,0,0,0,0,,0,0
2016,"United Kingdom",Seychelles,"G / AR",,,*,0,,0,0,,,0
2016,"United Kingdom",Seychelles,"G / RA",,,0,0,0,*,0,*,,0
2016,"United Kingdom",Seychelles,"G / FI",*,0,6,*,0,*,*,*,5,0
2016,Hungary,Seychelles,"G / FA",*,,,0,0,0,*,*,0,0
2016,Ireland,Seychelles,"G / AR",*,,0,0,,*,0,*,0,
2016,Ireland,Seychelles,"G / SP",0,,*,0,,0,0,,*,
2016,Sweden,Seychelles,"G / AR",0,,*,0,0,*,0,*,0,
2016,Sweden,Seychelles,"G / FI",0,,*,0,0,*,0,*,0,
2016,"United States of America",Seychelles,"G / EO",,,,,,,,,,
2016,"United States of America",Seychelles,"G / IN",*,,0,,,,0,,*,
2016,Albania,"Syrian Arab Rep.","G / FI",0,0,127,,,,127,127,0,0
2016,"United Arab Emirates","Syrian Arab Rep.","U / NA",101,101,165,101,,,,101,165,165
2016,Argentina,"Syrian Arab Rep.","G / AR",20,,,,,,,,20,0
2016,Argentina,"Syrian Arab Rep.","G / FI",98,,45,93,,*,14,110,33,9
2016,Armenia,"Syrian Arab Rep.","G / FI",11,11,59,30,,*,17,50,20,20
2016,Armenia,"Syrian Arab Rep.","U / FI",*,*,,*,,,,*,0,0
2016,Australia,"Syrian Arab Rep.","G / FI",129,0,83,77,0,6,0,83,134,0
2016,Australia,"Syrian Arab Rep.","G / AR",*,0,*,*,0,*,0,*,*,0
2016,Austria,"Syrian Arab Rep.","G / FA",18669,,8642,15528,585,*,1130,17245,9812,
2016,Azerbaijan,"Syrian Arab Rep.","U / FI",7,7,9,7,,,*,8,8,8
2016,Azerbaijan,"Syrian Arab Rep.","G / FI",,,,0,,*,0,*,,
2016,Belgium,"Syrian Arab Rep.","G / JR",6,0,42,6,*,25,,32,12,0
2016,Belgium,"Syrian Arab Rep.","G / FI",3864,0,2612,5429,1619,76,207,7331,1786,0
2016,Belgium,"Syrian Arab Rep.","G / RA",,,154,,,,20,20,,
2016,Benin,"Syrian Arab Rep.","G / FI",,,*,,,,,,*,*
2016,Bulgaria,"Syrian Arab Rep.","G / FI",1683,1683,2563,689,520,67,,1276,1907,1907
2016,Bulgaria,"Syrian Arab Rep.","G / RA",,,54,,,,,,54,54
2016,"Bosnia and Herzegovina","Syrian Arab Rep.","G / FI",*,*,18,,*,,6,9,12,12
2016,Belarus,"Syrian Arab Rep.","G / FI",7,7,21,,10,*,5,19,9,9
2016,Belarus,"Syrian Arab Rep.","G / JR",,,*,,*,*,,*,0,
2016,"Bolivia (Plurinational State of)","Syrian Arab Rep.","G / FI",,,6,6,,,,6,0,0
2016,Brazil,"Syrian Arab Rep.","G / FI",1154,592,391,322,14,0,,336,1209,322
2016,"Central African Rep.","Syrian Arab Rep.","G / FI",8,8,,,,,8,8,0,0
2016,Canada,"Syrian Arab Rep.","G / FI",151,,969,751,,25,23,799,380,
2016,Switzerland,"Syrian Arab Rep.","G / FI",4462,0,2040,1054,1278,89,602,3023,3858,0
2016,Chile,"Syrian Arab Rep.","G / FI",11,*,12,5,,,*,8,15,6
2016,China,"Syrian Arab Rep.","U / FI",24,24,22,10,,,*,11,35,35
2016,"Côte d'Ivoire","Syrian Arab Rep.","J / FA",8,8,6,,,,,,14,14
2016,Cameroon,"Syrian Arab Rep.","U / FI",7,7,*,10,,,,10,*,*
2016,Cameroon,"Syrian Arab Rep.","U / RA",*,*,,*,,,,*,0,0
2016,"Dem. Rep. of the Congo","Syrian Arab Rep.","G / FI",0,0,26,*,,,,*,22,22
2016,Congo,"Syrian Arab Rep.","G / FA",*,*,*,,,,,,5,5
2016,Colombia,"Syrian Arab Rep.","G / FI",0,0,5,*,,,,*,*,0
2016,"Costa Rica","Syrian Arab Rep.","G / AR",0,0,*,0,,0,0,,*,*
2016,"Costa Rica","Syrian Arab Rep.","G / FI",*,*,8,0,,*,*,5,5,5
2016,Cuba,"Syrian Arab Rep.","U / FA",0,0,9,5,,,*,6,*,*
2016,Curaçao,"Syrian Arab Rep.","U / FI",*,*,*,*,,,*,5,0,0
2016,Cyprus,"Syrian Arab Rep.","G / FI",,,44,,31,,*,32,12,
2016,Cyprus,"Syrian Arab Rep.","G / AR",62,*,57,12,6,*,8,29,90,22
2016,Cyprus,"Syrian Arab Rep.","G / RA",54,,35,*,35,*,17,59,30,
2016,"Czech Rep.","Syrian Arab Rep.","G / RA",,,11,,,,,,,0
2016,"Czech Rep.","Syrian Arab Rep.","G / FI",42,0,67,5,88,*,10,104,17,0
2016,Germany,"Syrian Arab Rep.","G / JR",3670,,,5799,299,843,2931,9872,42128,0
2016,Germany,"Syrian Arab Rep.","G / NA",76359,,266250,164926,121182,158,5398,291664,57285,0
2016,Germany,"Syrian Arab Rep.","G / RA",1553,,2616,1594,1290,9,483,3376,1114,0
2016,Djibouti,"Syrian Arab Rep.","J / FI",,,*,,,,,,*,*
2016,Denmark,"Syrian Arab Rep.","G / FI",795,,1320,3050,2195,,42,5287,392,
2016,Denmark,"Syrian Arab Rep.","G / AR",30,,52,13,,,18,31,17,
2016,"Dominican Rep.","Syrian Arab Rep.","U / FI",*,*,*,,,,,,5,*
2016,Algeria,"Syrian Arab Rep.","U / FI",6194,6194,1513,,,,2398,2398,5309,5309
2016,Algeria,"Syrian Arab Rep.","U / RA",17,17,9,,,,6,6,20,20
2016,Egypt,"Syrian Arab Rep.","U / FI",0,0,0,0,,0,0,,0,0
2016,Spain,"Syrian Arab Rep.","G / FI",3280,,3069,53,6160,59,,6272,1600,
2016,Estonia,"Syrian Arab Rep.","G / FI",,,,31,28,,,59,,
2016,Ethiopia,"Syrian Arab Rep.","J / FI",15,15,33,,,,,,48,48
2016,Finland,"Syrian Arab Rep.","G / RA",,,*,*,,,,*,*,
2016,Finland,"Syrian Arab Rep.","G / FI",761,,600,778,336,6,123,1243,130,
2016,France,"Syrian Arab Rep.","G / RA",,,*,0,*,*,,5,,
2016,France,"Syrian Arab Rep.","G / AR",169,,545,138,11,168,13,330,355,
2016,France,"Syrian Arab Rep.","G / FI",2542,,6073,1916,1941,107,,3964,1794,
2016,Gabon,"Syrian Arab Rep.","G / FA",*,*,,,,,,,*,*
2016,"United Kingdom","Syrian Arab Rep.","G / AR",,,132,48,,93,8,149,,0
2016,"United Kingdom","Syrian Arab Rep.","G / RA",,,*,0,0,0,*,*,,0
2016,"United Kingdom","Syrian Arab Rep.","G / FI",1648,0,1588,1752,12,143,253,2160,1010,0
2016,Georgia,"Syrian Arab Rep.","G / FI",5,5,21,,8,*,5,14,12,6
2016,Ghana,"Syrian Arab Rep.","G / FI",49,49,122,13,,,36,49,122,122
2016,Guinea,"Syrian Arab Rep.","G / FI",*,0,,*,,,,*,0,0
2016,Guinea-Bissau,"Syrian Arab Rep.","G / FI",*,*,,,,,,,*,*
2016,Greece,"Syrian Arab Rep.","G / FI",445,,26614,1660,*,20,608,2289,13257,
2016,Greece,"Syrian Arab Rep.","G / AR",*,,1148,199,,*,*,205,740,
2016,Greece,"Syrian Arab Rep.","G / RA",,,78,,,,,,,
2016,Honduras,"Syrian Arab Rep.","G / FA",5,*,0,0,0,0,5,5,0,0
2016,Croatia,"Syrian Arab Rep.","G / FI",*,*,311,23,14,6,142,185,130,130
2016,Croatia,"Syrian Arab Rep.","G / JR",,,6,,,*,,*,*,*
2016,Haiti,"Syrian Arab Rep.","U / FI",*,0,,,,,*,*,0,0
2016,Hungary,"Syrian Arab Rep.","G / FA",18607,,,8,84,908,16556,17556,864,0
2016,Hungary,"Syrian Arab Rep.","G / FI",,,4735,,,,,,,
2016,Hungary,"Syrian Arab Rep.","G / RA",,,244,,,,,,,
2016,Indonesia,"Syrian Arab Rep.","U / AR",,,*,,,,,,*,*
2016,Indonesia,"Syrian Arab Rep.","U / FI",32,32,16,12,,,,12,36,36
2016,India,"Syrian Arab Rep.","U / FI",20,20,57,29,,0,13,42,35,35
2016,Ireland,"Syrian Arab Rep.","G / RA",,,7,,,,,,,
2016,Ireland,"Syrian Arab Rep.","G / AR",0,,*,0,,0,0,,*,
2016,Ireland,"Syrian Arab Rep.","G / SP",*,,*,0,,0,*,*,0,
2016,Ireland,"Syrian Arab Rep.","G / FI",50,,244,149,,*,15,166,135,
2016,Iraq,"Syrian Arab Rep.","U / FI",,,0,0,,,,,0,
2016,Iceland,"Syrian Arab Rep.","G / FI",*,,37,18,,,*,20,*,
2016,Italy,"Syrian Arab Rep.","G / FI",246,0,981,1101,67,16,0,1184,548,0
2016,Jamaica,"Syrian Arab Rep.","U / FI",*,*,,*,,,,*,0,0
2016,Jordan,"Syrian Arab Rep.","U / FI",0,0,0,0,0,0,0,,0,0
2016,Kazakhstan,"Syrian Arab Rep.","G / FI",0,0,12,*,,9,,12,0,0
2016,Kazakhstan,"Syrian Arab Rep.","G / AR",16,16,8,,,,*,*,22,22
2016,Kenya,"Syrian Arab Rep.","J / FI",8,8,0,0,0,0,*,*,7,7
2016,Kyrgyzstan,"Syrian Arab Rep.","U / FI",7,7,0,6,0,0,*,7,0,0
2016,Kyrgyzstan,"Syrian Arab Rep.","G / FI",7,7,8,*,0,*,*,9,6,6
2016,Kyrgyzstan,"Syrian Arab Rep.","U / AR",0,0,0,0,0,0,0,,0,0
2016,Cambodia,"Syrian Arab Rep.","G / FI",,,*,,,,,,*,*
2016,"Rep. of Korea","Syrian Arab Rep.","G / FA",320,55,171,*,229,*,12,246,244,24
2016,Kuwait,"Syrian Arab Rep.","U / FI",6,6,54,36,,,,36,24,24
2016,Lebanon,"Syrian Arab Rep.","U / FI",*,,8,*,,,,*,10,10
2016,Lebanon,"Syrian Arab Rep.","U / AR",0,0,,,,,,,0,
2016,Liberia,"Syrian Arab Rep.","J / FI",*,*,*,,,,,,*,*
2016,Libya,"Syrian Arab Rep.","U / FI",18591,18591,825,25,,,25,50,19366,19366
2016,"Saint Lucia","Syrian Arab Rep.","U / FI",*,*,*,*,,,,*,*,*
2016,Liechtenstein,"Syrian Arab Rep.","G / FI",*,0,5,,,,,,,0
2016,"Sri Lanka","Syrian Arab Rep.","U / FI",11,11,,*,,,*,5,6,6
2016,Lithuania,"Syrian Arab Rep.","G / FI",5,,165,7,*,,,11,5,
2016,Luxembourg,"Syrian Arab Rep.","G / AR",*,,15,,,,7,7,10,0
2016,Luxembourg,"Syrian Arab Rep.","G / FI",587,,288,538,,*,19,560,324,0
2016,Luxembourg,"Syrian Arab Rep.","G / RA",,,*,,,,,,,
2016,Latvia,"Syrian Arab Rep.","G / FI",*,,149,*,68,,*,74,78,
2016,"China, Macao SAR","Syrian Arab Rep.","G / FI",*,,,,,,,,*,0
2016,Morocco,"Syrian Arab Rep.","U / FI",0,0,*,*,0,0,0,*,0,0
2016,"Rep. of Moldova","Syrian Arab Rep.","G / JR",0,0,*,,,,,,*,*
2016,"Rep. of Moldova","Syrian Arab Rep.","G / FI",8,8,25,,18,*,5,26,7,7
2016,Madagascar,"Syrian Arab Rep.","U / FI",,,*,,,,*,*,0,
2016,Mexico,"Syrian Arab Rep.","G / FI",,,7,5,,,*,7,0,0
2016,"The former Yugoslav Republic of Macedonia","Syrian Arab Rep.","G / FA",*,*,192,,,19,171,190,5,5
2016,Mali,"Syrian Arab Rep.","G / FI",9,9,,,,,*,*,5,5
2016,Malta,"Syrian Arab Rep.","G / FI",156,,287,23,317,,22,362,106,
2016,Malta,"Syrian Arab Rep.","G / AR",*,,24,,,*,7,11,15,
2016,Montenegro,"Syrian Arab Rep.","G / FA",0,0,35,0,8,0,26,34,*,*
2016,Mauritania,"Syrian Arab Rep.","U / FI",107,107,216,178,,*,23,203,120,120
2016,Mauritius,"Syrian Arab Rep.","U / FI",,,*,,,,,,*,*
2016,Malaysia,"Syrian Arab Rep.","U / AR",0,0,*,,,,,,*,*
2016,Malaysia,"Syrian Arab Rep.","U / FI",829,829,412,63,,*,191,255,986,986
2016,Niger,"Syrian Arab Rep.","G / FI",0,0,*,*,,,,*,0,0
2016,Niger,"Syrian Arab Rep.","G / AR",*,*,,,,,*,*,0,0
2016,Nigeria,"Syrian Arab Rep.","G / FI",41,41,60,54,,,,54,47,47
2016,Netherlands,"Syrian Arab Rep.","G / FI",12471,,2557,12312,,576,1018,13906,972,
2016,Netherlands,"Syrian Arab Rep.","G / RA",22,,60,10,,6,25,41,15,
2016,Norway,"Syrian Arab Rep.","G / RA",9,,21,12,,,12,24,*,
2016,Norway,"Syrian Arab Rep.","G / FI",8965,,508,7393,*,11,1133,8539,1037,
2016,Norway,"Syrian Arab Rep.","G / AR",46,,511,,7,321,179,507,46,
2016,Nauru,"Syrian Arab Rep.","G / FI",*,,,,,,,,*,
2016,"New Zealand","Syrian Arab Rep.","G / FI",*,0,9,8,0,0,0,8,*,
2016,Oman,"Syrian Arab Rep.","U / FI",5,5,*,,,,,,6,6
2016,Pakistan,"Syrian Arab Rep.","U / FI",9,9,*,*,,,*,5,7,7
2016,Panama,"Syrian Arab Rep.","G / FI",0,0,*,0,0,0,*,*,0,0
2016,Peru,"Syrian Arab Rep.","G / FI",*,,8,*,,,,*,7,0
2016,Philippines,"Syrian Arab Rep.","G / FA",40,,16,14,0,0,*,16,40,19
2016,Palau,"Syrian Arab Rep.","U / FI",0,0,*,0,0,0,0,,*,*
2016,"Papua New Guinea","Syrian Arab Rep.","G / FI",*,0,0,0,0,0,0,,*,
2016,"Papua New Guinea","Syrian Arab Rep.","G / AR",0,0,,0,0,0,0,,0,0
2016,Poland,"Syrian Arab Rep.","G / FI",36,,42,40,*,*,20,64,18,0
2016,Poland,"Syrian Arab Rep.","G / AR",,,6,,,*,*,*,,
2016,Portugal,"Syrian Arab Rep.","G / FI",28,,433,31,34,,96,161,300,
2016,Paraguay,"Syrian Arab Rep.","G / FI",30,16,20,22,,*,5,29,21,16
2016,Qatar,"Syrian Arab Rep.","U / FI",0,0,21,18,,,,18,*,*
2016,Romania,"Syrian Arab Rep.","G / JR",,,,,*,*,,5,,
2016,Romania,"Syrian Arab Rep.","G / RA",,,7,,,,,,,
2016,Romania,"Syrian Arab Rep.","G / FI",96,96,816,358,143,6,149,656,21,21
2016,"Russian Federation","Syrian Arab Rep.","G / TA",196,196,1045,0,542,0,369,911,330,330
2016,"Russian Federation","Syrian Arab Rep.","G / FI",195,195,220,0,0,0,362,362,53,53
2016,"Saudi Arabia","Syrian Arab Rep.","U / FI",,,20,10,,,,10,10,10
2016,Sudan,"Syrian Arab Rep.","U / FI",322,322,,,,,17,17,305,305
2016,Sudan,"Syrian Arab Rep.","G / FI",205,205,*,7,,,*,11,196,196
2016,Senegal,"Syrian Arab Rep.","G / FA",21,21,,,,,,,21,21
2016,Somalia,"Syrian Arab Rep.","U / FI",101,101,0,,,,100,100,*,*
2016,"Serbia and Kosovo (S/RES/1244 (1999))","Syrian Arab Rep.","G / FI",*,*,100,*,*,,98,101,0,0
2016,"South Sudan","Syrian Arab Rep.","U / FI",0,0,*,0,0,0,0,,*,*
2016,Slovakia,"Syrian Arab Rep.","G / FI",,,10,*,*,*,5,13,,0
2016,Slovakia,"Syrian Arab Rep.","G / RA",,,*,,,,,,,
2016,Slovenia,"Syrian Arab Rep.","G / RA",,,9,,,,,,,
2016,Slovenia,"Syrian Arab Rep.","G / FI",9,0,273,68,20,61,115,264,41,0
2016,Sweden,"Syrian Arab Rep.","G / FI",48714,,4706,2504,40971,136,4035,47646,5305,
2016,Sweden,"Syrian Arab Rep.","G / RA",356,,749,63,702,*,205,974,321,
2016,Sweden,"Syrian Arab Rep.","G / AR",216,,3147,*,19,996,893,1909,1459,
2016,"Sint Maarten (Dutch part)","Syrian Arab Rep.","U / FI",*,*,,,,,*,*,0,0
2016,Chad,"Syrian Arab Rep.","G / FA",22,22,7,*,,,16,20,9,9
2016,Togo,"Syrian Arab Rep.","G / FA",6,6,*,,,,,,8,8
2016,Thailand,"Syrian Arab Rep.","U / RA",*,*,*,,,,*,*,0,0
2016,Thailand,"Syrian Arab Rep.","U / FI",243,243,70,229,,*,41,271,42,42
2016,Thailand,"Syrian Arab Rep.","U / AR",,,*,,,,,,*,*
2016,"Trinidad and Tobago","Syrian Arab Rep.","U / FI",25,25,24,14,,,,14,35,35
2016,Turkey,"Syrian Arab Rep.","U / AR",14,14,0,,,,14,14,0,0
2016,Turkey,"Syrian Arab Rep.","U / FI",283,283,35,9,,0,129,138,180,180
2016,Uganda,"Syrian Arab Rep.","G / FA",11,11,*,*,0,*,0,*,12,12
2016,Ukraine,"Syrian Arab Rep.","G / FI",365,268,72,0,22,95,30,147,290,198
2016,Ukraine,"Syrian Arab Rep.","U / FI",12,12,34,10,,0,15,25,21,21
2016,Ukraine,"Syrian Arab Rep.","G / JR",189,183,96,*,,26,6,36,249,194
2016,Uruguay,"Syrian Arab Rep.","G / FI",9,5,,*,,,*,6,*,0
2016,"United States of America","Syrian Arab Rep.","G / IN",2472,,652,501,,15,150,666,2578,
2016,"United States of America","Syrian Arab Rep.","G / EO",654,,156,77,,16,91,184,786,
2016,"Venezuela (Bolivarian Republic of)","Syrian Arab Rep.","G / FI",*,*,18,*,,,,*,18,14
2016,Yemen,"Syrian Arab Rep.","U / FI",615,615,,14,,,99,113,502,502
2016,"South Africa","Syrian Arab Rep.","G / AR",*,0,,,,,*,*,0,
2016,"South Africa","Syrian Arab Rep.","G / FI",53,5,20,12,,12,,24,49,
2016,Zambia,"Syrian Arab Rep.","G / FI",8,8,6,0,,0,8,8,6,6
2016,Canada,"Turks and Caicos Islands","G / FI",,,,,,,,,*,
2016,"United Kingdom","Turks and Caicos Islands","G / AR",,,0,0,,0,0,,,0
2016,"United Kingdom","Turks and Caicos Islands","G / RA",,,,,,,,,,0
2016,"United Kingdom","Turks and Caicos Islands","G / FI",0,0,0,0,0,0,0,,0,0
2016,Ukraine,"Turks and Caicos Islands","G / FI",*,0,0,0,0,0,*,*,0,0
2016,"United States of America","Turks and Caicos Islands","G / EO",0,,,,,,,,,
2016,Angola,Chad,"G / FI",780,,,,,,,,780,
2016,Argentina,Chad,"G / FI",,,,,,,,,0,0
2016,Australia,Chad,"G / AR",*,0,*,0,0,*,0,*,0,0
2016,Australia,Chad,"G / FI",*,0,*,0,0,*,0,*,0,0
2016,Austria,Chad,"G / FA",9,,*,0,0,,*,*,8,
2016,Belgium,Chad,"G / RA",,,*,,,,*,*,,
2016,Belgium,Chad,"G / JR",0,0,6,,,*,,*,*,0
2016,Belgium,Chad,"G / FI",9,0,8,,,*,,*,16,0
2016,"Burkina Faso",Chad,"J / FI",13,13,0,6,0,0,,6,7,7
2016,"Central African Rep.",Chad,"G / FI",31,31,15,,,,28,28,18,18
2016,Canada,Chad,"G / FI",42,,159,75,,28,6,109,97,
2016,Switzerland,Chad,"G / FI",17,0,20,0,*,*,19,22,11,0
2016,"Côte d'Ivoire",Chad,"J / FA",7,7,,,,,*,*,*,*
2016,Cameroon,Chad,"U / FI",283,283,85,7,,85,144,236,132,132
2016,Cameroon,Chad,"U / RA",33,33,12,,,*,14,18,27,27
2016,Cameroon,Chad,"U / AR",162,162,85,,,46,116,162,85,85
2016,"Dem. Rep. of the Congo",Chad,"G / FI",34,34,,,,8,15,23,11,11
2016,Congo,Chad,"G / FA",23,23,*,,,,,,26,26
2016,Germany,Chad,"G / JR",72,,,0,*,9,42,52,136,0
2016,Germany,Chad,"G / NA",146,,160,7,11,43,78,139,167,0
2016,Germany,Chad,"G / RA",12,,17,,9,*,24,37,8,0
2016,Denmark,Chad,"G / FI",,,,,,,,,,
2016,Algeria,Chad,"U / RA",0,0,*,,,,*,*,0,
2016,Algeria,Chad,"U / FI",*,*,,,,*,*,*,0,
2016,Algeria,Chad,"U / AR",*,*,*,,,*,*,*,0,
2016,Egypt,Chad,"U / AR",*,*,9,0,,0,0,,10,10
2016,Egypt,Chad,"U / FI",67,67,18,*,,22,16,39,46,46
2016,Spain,Chad,"G / FI",5,,8,,,*,,*,10,
2016,Ethiopia,Chad,"J / FI",*,*,,,,,,,*,*
2016,Finland,Chad,"G / FI",*,,,,,*,,*,,
2016,France,Chad,"G / AR",144,,284,54,*,172,6,236,168,
2016,France,Chad,"G / RA",,,21,,,,,,,
2016,France,Chad,"G / FI",271,,406,55,6,305,,366,265,
2016,Gabon,Chad,"G / FA",630,630,*,,,8,*,9,622,622
2016,"United Kingdom",Chad,"G / RA",,,0,0,0,0,0,,,0
2016,"United Kingdom",Chad,"G / AR",,,*,*,,10,*,14,,0
2016,"United Kingdom",Chad,"G / FI",22,0,*,*,*,*,0,6,14,0
2016,Ghana,Chad,"G / FI",48,48,7,5,,*,20,26,29,29
2016,Hungary,Chad,"G / FA",*,,,0,0,0,0,,0,0
2016,Ireland,Chad,"G / SP",*,,0,*,,0,0,*,*,
2016,Iceland,Chad,"G / FI",,,*,,,,,,0,
2016,Italy,Chad,"G / FI",24,0,99,*,39,23,0,65,70,0
2016,Jordan,Chad,"U / AR",0,0,*,0,0,0,0,,*,*
2016,Jordan,Chad,"U / FI",8,8,6,0,0,*,0,*,13,13
2016,Kenya,Chad,"J / FI",*,*,,,,,,,*,*
2016,Lebanon,Chad,"U / FI",*,,*,,,*,*,*,*,*
2016,Libya,Chad,"U / FI",51,51,7,,,,*,*,54,54
2016,Luxembourg,Chad,"G / AR",*,,,,,*,,*,0,0
2016,Luxembourg,Chad,"G / FI",*,,,,,,*,*,*,0
2016,Luxembourg,Chad,"G / JR",,,*,,,*,,*,0,0
2016,Morocco,Chad,"U / FI",*,*,*,0,0,*,*,*,*,*
2016,Morocco,Chad,"U / AR",*,*,*,0,0,*,0,*,*,*
2016,Mali,Chad,"G / FI",,,7,7,,,,7,0,
2016,Malta,Chad,"G / AR",,,*,,,*,*,*,*,
2016,Mauritania,Chad,"U / FI",*,*,*,,,*,,*,*,*
2016,Mauritania,Chad,"U / AR",,,*,,,*,,*,0,0
2016,Namibia,Chad,"G / FI",*,*,,,,,,,*,*
2016,Nigeria,Chad,"G / FI",25,25,13,*,,,10,11,27,27
2016,Netherlands,Chad,"G / RA",*,,*,*,,0,,*,,
2016,Netherlands,Chad,"G / FI",*,,5,0,,*,*,5,*,
2016,"Russian Federation",Chad,"G / TA",0,0,*,0,0,0,0,,*,*
2016,"Saudi Arabia",Chad,"U / FI",,,8,,,,,,8,8
2016,Sudan,Chad,"U / FI",*,*,,,,,,,*,*
2016,Sudan,Chad,"G / FI",*,*,,,,,,,*,*
2016,Senegal,Chad,"G / FA",51,51,*,,,,,,52,52
2016,Sweden,Chad,"G / RA",8,,*,*,*,*,*,6,*,
2016,Sweden,Chad,"G / FI",13,,*,7,0,*,*,13,*,
2016,Sweden,Chad,"G / AR",0,,5,0,0,*,*,*,*,
2016,"Syrian Arab Rep.",Chad,"U / JR",,,*,,,,,,*,*
2016,"Syrian Arab Rep.",Chad,"U / FI",8,8,14,,,5,,5,17,17
2016,Togo,Chad,"G / FA",*,*,*,,,*,,*,5,5
2016,Turkey,Chad,"U / FI",*,*,0,0,,0,*,*,*,*
2016,Uganda,Chad,"G / FA",*,*,*,*,0,0,0,*,*,*
2016,Ukraine,Chad,"G / FI",*,0,0,0,0,0,0,,*,0
2016,Ukraine,Chad,"U / FI",*,*,0,0,,0,0,,*,*
2016,Ukraine,Chad,"G / JR",*,0,0,0,,*,0,*,*,0
2016,"United States of America",Chad,"G / IN",93,,46,8,,,6,14,126,
2016,"United States of America",Chad,"G / EO",61,,7,*,,0,*,8,59,
